LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,MedianHP,MedianIncome,UnRate,PTAL_average,Pct_badhealth,Pct_qual_above_l4,Pct_elderly,Pct_nonwhite,kMedianHP
E01004140,Sutton 012B,E02000851,Sutton 012,E09000029,Sutton,152500,30900,0.086,5.104,0.090,0.231,0.135,0.339,152.500
E01004141,Sutton 012C,E02000851,Sutton 012,E09000029,Sutton,162500,33190,0.071,3.434,0.071,0.249,0.154,0.247,162.500
E01004142,Sutton 012D,E02000851,Sutton 012,E09000029,Sutton,173000,33000,0.078,5.869,0.055,0.317,0.117,0.262,173.000
E01004143,Sutton 014A,E02000853,Sutton 014,E09000029,Sutton,217000,37190,0.069,4.501,0.036,0.323,0.106,0.197,217.000
E01004144,Sutton 007A,E02000846,Sutton 007,E09000029,Sutton,268750,38980,0.042,3.594,0.038,0.294,0.184,0.240,268.750
E01004145,Sutton 007B,E02000846,Sutton 007,E09000029,Sutton,235000,37620,0.046,3.029,0.039,0.240,0.126,0.232,235.000
E01004146,Sutton 007C,E02000846,Sutton 007,E09000029,Sutton,211000,37510,0.044,4.584,0.056,0.266,0.156,0.219,211.000
E01004147,Sutton 007D,E02000846,Sutton 007,E09000029,Sutton,285000,39010,0.047,2.044,0.053,0.247,0.207,0.182,285.000
E01004148,Sutton 014B,E02000853,Sutton 014,E09000029,Sutton,225000,35610,0.064,3.225,0.048,0.223,0.117,0.259,225.000
E01004149,Sutton 012E,E02000851,Sutton 012,E09000029,Sutton,180000,36050,0.067,3.528,0.046,0.270,0.211,0.181,180.000
E01004150,Sutton 021C,E02000860,Sutton 021,E09000029,Sutton,190000,35240,0.050,4.666,0.070,0.377,0.216,0.249,190.000
E01004151,Sutton 021D,E02000860,Sutton 021,E09000029,Sutton,219750,39370,0.042,2.609,0.052,0.425,0.134,0.224,219.750
E01004152,Sutton 018A,E02000857,Sutton 018,E09000029,Sutton,185000,37780,0.058,4.745,0.052,0.376,0.221,0.258,185.000
E01004153,Sutton 021E,E02000860,Sutton 021,E09000029,Sutton,186250,38400,0.053,2.859,0.037,0.418,0.146,0.323,186.250
E01004154,Sutton 022E,E02000861,Sutton 022,E09000029,Sutton,390000,47720,0.030,2.199,0.024,0.471,0.189,0.169,390.000
E01004155,Sutton 018B,E02000857,Sutton 018,E09000029,Sutton,208500,40730,0.043,2.583,0.052,0.438,0.152,0.232,208.500
E01004156,Sutton 018C,E02000857,Sutton 018,E09000029,Sutton,172000,40370,0.048,5.918,0.034,0.477,0.148,0.297,172.000
E01004157,Sutton 016E,E02000855,Sutton 016,E09000029,Sutton,405500,45680,0.034,3.222,0.031,0.402,0.159,0.190,405.500
E01004158,Sutton 018D,E02000857,Sutton 018,E09000029,Sutton,243500,41990,0.044,3.029,0.028,0.470,0.161,0.227,243.500
E01004159,Sutton 014C,E02000853,Sutton 014,E09000029,Sutton,212250,38110,0.039,1.654,0.049,0.213,0.158,0.188,212.250
E01004160,Sutton 014D,E02000853,Sutton 014,E09000029,Sutton,220000,39450,0.051,2.855,0.038,0.360,0.095,0.223,220.000
E01004161,Sutton 014E,E02000853,Sutton 014,E09000029,Sutton,250000,40590,0.034,1.718,0.024,0.327,0.102,0.172,250.000
E01004162,Sutton 018E,E02000857,Sutton 018,E09000029,Sutton,204975,40110,0.057,5.906,0.040,0.438,0.154,0.292,204.975
E01004163,Sutton 005B,E02000844,Sutton 005,E09000029,Sutton,217000,35540,0.047,2.265,0.047,0.201,0.146,0.155,217.000
E01004164,Sutton 004A,E02000843,Sutton 004,E09000029,Sutton,230000,37430,0.043,2.580,0.041,0.237,0.154,0.110,230.000
E01004165,Sutton 005C,E02000844,Sutton 005,E09000029,Sutton,228000,35650,0.056,3.719,0.047,0.240,0.108,0.182,228.000
E01004166,Sutton 004B,E02000843,Sutton 004,E09000029,Sutton,177000,38000,0.049,2.930,0.042,0.300,0.145,0.160,177.000
E01004167,Sutton 005D,E02000844,Sutton 005,E09000029,Sutton,250000,34130,0.087,2.433,0.036,0.196,0.131,0.250,250.000
E01004168,Sutton 013E,E02000852,Sutton 013,E09000029,Sutton,250000,37670,0.038,2.280,0.023,0.201,0.156,0.129,250.000
E01004169,Sutton 004C,E02000843,Sutton 004,E09000029,Sutton,163500,35600,0.082,2.000,0.041,0.247,0.081,0.221,163.500
E01004170,Sutton 017B,E02000856,Sutton 017,E09000029,Sutton,172500,38990,0.045,4.406,0.029,0.351,0.119,0.206,172.500
E01004171,Sutton 010A,E02000849,Sutton 010,E09000029,Sutton,275000,39350,0.031,2.909,0.039,0.272,0.167,0.243,275.000
E01004172,Sutton 010B,E02000849,Sutton 010,E09000029,Sutton,160000,35850,0.072,3.867,0.047,0.305,0.103,0.247,160.000
E01004173,Sutton 010C,E02000849,Sutton 010,E09000029,Sutton,250000,37940,0.066,2.686,0.045,0.271,0.142,0.167,250.000
E01004174,Sutton 017C,E02000856,Sutton 017,E09000029,Sutton,230750,38660,0.043,4.035,0.033,0.346,0.127,0.197,230.750
E01004175,Sutton 010D,E02000849,Sutton 010,E09000029,Sutton,227500,37130,0.049,2.779,0.041,0.240,0.131,0.148,227.500
E01004176,Sutton 010E,E02000849,Sutton 010,E09000029,Sutton,220000,38990,0.055,3.478,0.032,0.331,0.086,0.160,220.000
E01004177,Sutton 020C,E02000859,Sutton 020,E09000029,Sutton,162500,34060,0.075,4.351,0.095,0.266,0.282,0.211,162.500
E01004178,Sutton 017D,E02000856,Sutton 017,E09000029,Sutton,160000,36720,0.047,4.319,0.031,0.314,0.138,0.252,160.000
E01004179,Sutton 017E,E02000856,Sutton 017,E09000029,Sutton,280000,41180,0.046,3.261,0.027,0.372,0.130,0.200,280.000
E01004180,Sutton 020D,E02000859,Sutton 020,E09000029,Sutton,444975,43210,0.040,2.406,0.031,0.387,0.209,0.174,444.975
E01004181,Sutton 020E,E02000859,Sutton 020,E09000029,Sutton,224000,37270,0.051,2.417,0.046,0.329,0.164,0.223,224.000
E01004182,Sutton 019E,E02000858,Sutton 019,E09000029,Sutton,237475,33940,0.094,3.162,0.049,0.248,0.106,0.211,237.475
E01004183,Sutton 001B,E02000840,Sutton 001,E09000029,Sutton,177500,30400,0.088,2.672,0.065,0.172,0.094,0.250,177.500
E01004184,Sutton 001C,E02000840,Sutton 001,E09000029,Sutton,185000,31060,0.095,2.162,0.052,0.159,0.089,0.236,185.000
E01004185,Sutton 001D,E02000840,Sutton 001,E09000029,Sutton,167000,30620,0.099,2.227,0.060,0.177,0.055,0.308,167.000
E01004186,Sutton 004D,E02000843,Sutton 004,E09000029,Sutton,160000,35340,0.049,2.110,0.024,0.302,0.063,0.262,160.000
E01004187,Sutton 005E,E02000844,Sutton 005,E09000029,Sutton,205350,32850,0.067,2.093,0.056,0.188,0.118,0.175,205.350
E01004188,Sutton 004E,E02000843,Sutton 004,E09000029,Sutton,170000,34760,0.076,3.035,0.028,0.307,0.084,0.249,170.000
E01004189,Sutton 001E,E02000840,Sutton 001,E09000029,Sutton,195500,30520,0.073,2.385,0.061,0.188,0.123,0.261,195.500
E01004190,Sutton 008C,E02000847,Sutton 008,E09000029,Sutton,261900,41280,0.023,2.742,0.022,0.305,0.166,0.158,261.900
E01004191,Sutton 008D,E02000847,Sutton 008,E09000029,Sutton,250000,38330,0.047,3.050,0.033,0.270,0.188,0.190,250.000
E01004192,Sutton 006C,E02000845,Sutton 006,E09000029,Sutton,250000,39750,0.051,2.442,0.031,0.359,0.092,0.205,250.000
E01004193,Sutton 006D,E02000845,Sutton 006,E09000029,Sutton,282500,40540,0.051,1.185,0.022,0.338,0.067,0.208,282.500
E01004194,Sutton 008E,E02000847,Sutton 008,E09000029,Sutton,227000,38520,0.044,1.733,0.035,0.253,0.149,0.151,227.000
E01004195,Sutton 006E,E02000845,Sutton 006,E09000029,Sutton,278500,38730,0.041,3.507,0.035,0.324,0.141,0.252,278.500
E01004196,Sutton 008F,E02000847,Sutton 008,E09000029,Sutton,259500,39480,0.055,2.477,0.033,0.279,0.181,0.220,259.500
E01004197,Tower Hamlets 002A,E02000865,Tower Hamlets 002,E09000030,Tower Hamlets,272500,36930,0.101,6.238,0.058,0.432,0.046,0.495,272.500
E01004198,Tower Hamlets 002B,E02000865,Tower Hamlets 002,E09000030,Tower Hamlets,272500,32400,0.136,7.000,0.100,0.313,0.113,0.560,272.500
E01004199,Tower Hamlets 002C,E02000865,Tower Hamlets 002,E09000030,Tower Hamlets,219000,31770,0.137,6.260,0.092,0.241,0.082,0.668,219.000
E01004200,Tower Hamlets 005A,E02000868,Tower Hamlets 005,E09000030,Tower Hamlets,320000,39550,0.052,6.396,0.042,0.510,0.027,0.372,320.000
E01004201,Tower Hamlets 002D,E02000865,Tower Hamlets 002,E09000030,Tower Hamlets,297125,37080,0.102,4.386,0.062,0.418,0.075,0.411,297.125
E01004202,Tower Hamlets 005B,E02000868,Tower Hamlets 005,E09000030,Tower Hamlets,245000,39410,0.071,4.880,0.052,0.510,0.038,0.482,245.000
E01004203,Tower Hamlets 005C,E02000868,Tower Hamlets 005,E09000030,Tower Hamlets,275000,36980,0.066,6.960,0.057,0.443,0.055,0.419,275.000
E01004204,Tower Hamlets 005D,E02000868,Tower Hamlets 005,E09000030,Tower Hamlets,235000,33030,0.137,5.699,0.093,0.286,0.141,0.551,235.000
E01004205,Tower Hamlets 013A,E02000876,Tower Hamlets 013,E09000030,Tower Hamlets,217000,30690,0.160,6.315,0.089,0.257,0.047,0.799,217.000
E01004206,Tower Hamlets 013B,E02000876,Tower Hamlets 013,E09000030,Tower Hamlets,220000,29510,0.129,7.000,0.109,0.262,0.080,0.731,220.000
E01004207,Tower Hamlets 011A,E02000874,Tower Hamlets 011,E09000030,Tower Hamlets,312500,32610,0.092,6.176,0.082,0.335,0.073,0.594,312.500
E01004208,Tower Hamlets 013C,E02000876,Tower Hamlets 013,E09000030,Tower Hamlets,218000,39090,0.077,6.920,0.040,0.510,0.027,0.516,218.000
E01004209,Tower Hamlets 011B,E02000874,Tower Hamlets 011,E09000030,Tower Hamlets,222498,30690,0.150,7.000,0.073,0.240,0.059,0.738,222.498
E01004211,Tower Hamlets 013D,E02000876,Tower Hamlets 013,E09000030,Tower Hamlets,246250,38900,0.082,6.796,0.057,0.550,0.044,0.405,246.250
E01004212,Tower Hamlets 011D,E02000874,Tower Hamlets 011,E09000030,Tower Hamlets,250000,33580,0.084,7.020,0.066,0.383,0.049,0.560,250.000
E01004214,Tower Hamlets 030A,E02000893,Tower Hamlets 030,E09000030,Tower Hamlets,184425,32960,0.146,3.194,0.093,0.207,0.068,0.572,184.425
E01004215,Tower Hamlets 028A,E02000891,Tower Hamlets 028,E09000030,Tower Hamlets,350000,40430,0.089,4.074,0.044,0.473,0.063,0.530,350.000
E01004216,Tower Hamlets 030B,E02000893,Tower Hamlets 030,E09000030,Tower Hamlets,308000,43290,0.057,3.000,0.037,0.517,0.061,0.402,308.000
E01004217,Tower Hamlets 030C,E02000893,Tower Hamlets 030,E09000030,Tower Hamlets,261000,39750,0.077,3.711,0.072,0.380,0.099,0.376,261.000
E01004218,Tower Hamlets 030D,E02000893,Tower Hamlets 030,E09000030,Tower Hamlets,330000,44260,0.066,3.021,0.034,0.513,0.061,0.351,330.000
E01004219,Tower Hamlets 028B,E02000891,Tower Hamlets 028,E09000030,Tower Hamlets,250000,36520,0.126,4.973,0.053,0.389,0.039,0.721,250.000
E01004221,Tower Hamlets 028D,E02000891,Tower Hamlets 028,E09000030,Tower Hamlets,295000,43520,0.075,3.969,0.045,0.509,0.041,0.422,295.000
E01004222,Tower Hamlets 001A,E02000864,Tower Hamlets 001,E09000030,Tower Hamlets,201000,31170,0.136,3.000,0.090,0.259,0.112,0.457,201.000
E01004223,Tower Hamlets 001B,E02000864,Tower Hamlets 001,E09000030,Tower Hamlets,217500,34920,0.103,2.997,0.096,0.302,0.114,0.404,217.500
E01004224,Tower Hamlets 001C,E02000864,Tower Hamlets 001,E09000030,Tower Hamlets,249998,34270,0.112,3.109,0.067,0.366,0.085,0.447,249.998
E01004225,Tower Hamlets 004A,E02000867,Tower Hamlets 004,E09000030,Tower Hamlets,290000,44050,0.035,5.033,0.016,0.675,0.030,0.245,290.000
E01004226,Tower Hamlets 001D,E02000864,Tower Hamlets 001,E09000030,Tower Hamlets,212000,32990,0.109,3.409,0.059,0.311,0.068,0.490,212.000
E01004228,Tower Hamlets 003A,E02000866,Tower Hamlets 003,E09000030,Tower Hamlets,385000,43930,0.075,4.883,0.066,0.483,0.083,0.233,385.000
E01004229,Tower Hamlets 004C,E02000867,Tower Hamlets 004,E09000030,Tower Hamlets,247000,38280,0.099,6.380,0.059,0.396,0.068,0.535,247.000
E01004230,Tower Hamlets 003B,E02000866,Tower Hamlets 003,E09000030,Tower Hamlets,285000,37740,0.100,5.957,0.063,0.400,0.090,0.422,285.000
E01004231,Tower Hamlets 004D,E02000867,Tower Hamlets 004,E09000030,Tower Hamlets,236000,35160,0.115,6.493,0.071,0.312,0.072,0.637,236.000
E01004232,Tower Hamlets 003C,E02000866,Tower Hamlets 003,E09000030,Tower Hamlets,537000,47800,0.060,6.994,0.041,0.577,0.053,0.308,537.000
E01004233,Tower Hamlets 003D,E02000866,Tower Hamlets 003,E09000030,Tower Hamlets,241000,35650,0.121,3.000,0.074,0.289,0.109,0.516,241.000
E01004234,Tower Hamlets 003E,E02000866,Tower Hamlets 003,E09000030,Tower Hamlets,552500,45670,0.047,3.278,0.036,0.540,0.066,0.255,552.500
E01004235,Tower Hamlets 008A,E02000871,Tower Hamlets 008,E09000030,Tower Hamlets,190000,30920,0.142,6.000,0.072,0.260,0.069,0.776,190.000
E01004236,Tower Hamlets 008B,E02000871,Tower Hamlets 008,E09000030,Tower Hamlets,170000,29310,0.163,5.045,0.083,0.218,0.062,0.789,170.000
E01004237,Tower Hamlets 008C,E02000871,Tower Hamlets 008,E09000030,Tower Hamlets,180000,34470,0.113,5.314,0.046,0.368,0.068,0.588,180.000
E01004238,Tower Hamlets 008D,E02000871,Tower Hamlets 008,E09000030,Tower Hamlets,250000,33590,0.116,4.942,0.060,0.357,0.041,0.730,250.000
